"reviewStatus"	"reviewNote"	"genre"	"macroGenre"	"matchScore"	"reviewPriority"	"recommendation"	"riskFlags"	"title"	"creator"	"license"	"licenseUrl"	"referenceUrl"	"candidateAudioUrl"	"subject"	"identifier"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS34"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS34"	"https://archive.org/download/COREBACKRECORDS34/dreDDup01HereWhereDeadWalk.mp3"	""	"COREBACKRECORDS34"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS40"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS40"	"https://archive.org/download/COREBACKRECORDS40/DrEppoRealActionFigure.mp3"	""	"COREBACKRECORDS40"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS49"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/COREBACKRECORDS49"	"https://archive.org/download/COREBACKRECORDS49/REWARD_REWIND_Untitled_2_vbr.mp3"	""	"COREBACKRECORDS49"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS07"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS07"	"https://archive.org/download/COREBACKRECORDS07/COREBACKRECORDS07TRACK10ANGELDUSTLIKEPOISON_vbr.mp3"	""	"COREBACKRECORDS07"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS03"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS03"	"https://archive.org/download/COREBACKRECORDS03/01PREKPRAI_vbr.mp3"	""	"COREBACKRECORDS03"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS61"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/COREBACKRECORDS0061"	"https://archive.org/download/COREBACKRECORDS0061/THIRDI_08_Tristan_Tzara.mp3"	""	"COREBACKRECORDS0061"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS06"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS06"	"https://archive.org/download/COREBACKRECORDS06/06COREBACKRECORDS06TRACK06bolognaultimoatto_vbr.mp3"	""	"COREBACKRECORDS06"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS17"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS17"	"https://archive.org/download/COREBACKRECORDS17/SexEyesBaby_vbr.mp3"	""	"COREBACKRECORDS17"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS38"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS38"	"https://archive.org/download/COREBACKRECORDS38/01TWICENINETEENWakeMeUp.mp3"	""	"COREBACKRECORDS38"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"CBRMIXX08:TWICE NINETEEN Brain Damage mixx"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/CBRMIXX08"	"https://archive.org/download/CBRMIXX08/TWICE_NINETEEN_BRAIN_DAMAGE_MIXX.mp3"	""	"CBRMIXX08"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS68"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/COREBACKRECORDS68"	"https://archive.org/download/COREBACKRECORDS68/03_PLAYING_WITH_NUNS_Thai_contact2.mp3"	""	"COREBACKRECORDS68"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"80"	"review-first"	""	"COREBACKRECORDS73"	"COREBACKRECORDS"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/COREBACKRECORDS73"	"https://archive.org/download/COREBACKRECORDS73/THIRDI_Sound_Ossification.mp3"	""	"COREBACKRECORDS73"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS02"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS02"	"https://archive.org/download/COREBACKRECORDS02/0625CLOUDSOFSMOKE.mp3"	""	"COREBACKRECORDS02"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDSMIXX02"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDSMIXX02"	"https://archive.org/download/COREBACKRECORDSMIXX02/COREBACKRECORDSMIXX02_MONOLOX_TxN_vbr.mp3"	""	"COREBACKRECORDSMIXX02"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS20"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS20"	"https://archive.org/download/COREBACKRECORDS20/01AAGSFBio.mp3"	""	"COREBACKRECORDS20"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS32"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS32"	"https://archive.org/download/COREBACKRECORDS32/02BURGLECUTDesBonnesBieres.mp3"	""	"COREBACKRECORDS32"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS28"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS28"	"https://archive.org/download/COREBACKRECORDS28/03BoomStick3_vbr.mp3"	""	"COREBACKRECORDS28"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS24"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS24"	"https://archive.org/download/COREBACKRECORDS24/03ReassemblyOfTransferredPackets.mp3"	""	"COREBACKRECORDS24"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS21"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS21"	"https://archive.org/download/COREBACKRECORDS21/MELANIEKLEIN02ABITOBLUE.mp3"	""	"COREBACKRECORDS21"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS45"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS45"	"https://archive.org/download/COREBACKRECORDS45/THIRDI_02_Third_EYE_CRY.mp3"	""	"COREBACKRECORDS45"
